ticker,next_day_forecast,next_n_days_forecast,max_n_days_forecast,min_n_days_forecast,avg_n_days_forecast,mse,mape,current_price,current_rsi,model_type,gain_per_share,baseline_shares_purchased,baseline_total_gain
QBTS,18.150066375732422,"[18.150066375732422, 18.00139045715332, 18.093931198120117, 18.029621124267578, 18.006677627563477, 17.9875431060791, 18.076040267944336, 18.046268463134766, 18.157337188720703, 18.235517501831055, 18.47797203063965, 18.538928985595703, 18.704853057861328, 18.680280685424805, 18.872915267944336, 18.93194007873535, 18.90070152282715, 18.804380416870117, 19.084671020507812, 19.17015838623047]",19.17015838623047,17.9875431060791,18.44755973815918,12.116766822570025,14.705799097374314,18.059999465942383,39.871794370190976,timesfm,0.38756027221679545,55.0,20.676340522766036
PLTR,138.49551391601562,"[138.49551391601562, 137.62669372558594, 138.4970703125, 137.9697723388672, 137.79977416992188, 136.75254821777344, 137.3096923828125, 136.24929809570312, 135.7856903076172, 136.06809997558594, 136.58473205566406, 135.55979919433594, 134.93032836914062, 134.07220458984375, 134.02276611328125, 134.02072143554688, 133.1268310546875, 132.76055908203125, 132.52838134765625, 131.8863067626953]",138.4970703125,131.8863067626953,135.6023391723633,64.27075126918498,4.823823147730144,135.24000549316406,42.21857612746658,timesfm,0.36233367919922443,7.0,2.460245681762734
B,47.90534973144531,"[47.90534973144531, 47.62323760986328, 47.863800048828125, 47.568153381347656, 47.92015075683594, 47.82270050048828, 47.95714569091797, 48.12812805175781, 48.38795471191406, 48.26544189453125, 48.48780822753906, 48.34480285644531, 48.662261962890625, 48.620933532714844, 48.705116271972656, 48.88673400878906, 48.99321746826172, 48.632164001464844, 48.77980041503906, 48.61217498779297]",48.99321746826172,47.568153381347656,48.30835380554199,7.559124226070708,4.223263669246491,47.959999084472656,56.196458581419556,timesfm,0.3483547210693345,20.0,6.75808158874509
VZLA,3.9474360942840576,"[3.9474360942840576, 3.954000473022461, 3.993992328643799, 3.9828689098358154, 4.029178619384766, 4.05117130279541, 4.098250389099121, 4.128146648406982, 4.149200439453125, 4.140229225158691, 4.176646709442139, 4.1719160079956055, 4.209948539733887, 4.220709800720215, 4.251009464263916, 4.31290864944458, 4.356199741363525, 4.343804836273193, 4.369275093078613, 4.37037467956543]",4.37037467956543,3.9474360942840576,4.162863397598267,2.8278723671311665,35.91301517277466,3.880000114440918,31.481480391318556,timesfm,0.282863283157349,257.0,70.51498785829553
USAR,18.049030303955078,"[18.049030303955078, 17.616130828857422, 17.472318649291992, 17.49474334716797, 17.513521194458008, 17.493818283081055, 17.438188552856445, 17.427661895751953, 17.325695037841797, 17.260698318481445, 17.259483337402344, 17.251976013183594, 17.285329818725586, 17.38552474975586, 17.636066436767578, 17.778409957885742, 17.752727508544922, 17.562349319458008, 17.483430862426758, 17.600736618041992]",18.049030303955078,17.251976013183594,17.504392051696776,12.637930116503776,13.007394263640709,17.229999542236328,36.76020040009565,timesfm,0.2743925094604478,58.0,15.437322582244793
PACB,1.7405214309692383,"[1.7405214309692383, 1.8876993656158447, 2.8091399669647217, 0.09492206573486328, 0.23888254165649414, 2.7801482677459717, 1.1791651248931885, 2.142918825149536, 1.0836248397827148, 2.4348769187927246, 2.370598077774048, 1.6530966758728027, 2.6622962951660156, 0.7909331321716309, 2.504248857498169, 4.24514102935791, 2.8990440368652344, 1.600679636001587, 0.9289422035217285, 0.9353032112121582]",4.24514102935791,0.09492206573486328,1.849109125137329,0.45313175154148266,24.977687442068948,1.6100000143051147,21.73913088547937,timesfm,0.2391091108322143,621.0,144.03215509200092
SOC,9.069252014160156,"[9.069252014160156, 8.93521499633789, 8.900554656982422, 8.793962478637695, 8.826618194580078, 8.777843475341797, 8.982231140136719, 8.956742286682129, 9.185315132141113, 9.120658874511719, 9.106683731079102, 9.065011024475098, 9.08218765258789, 9.238222122192383, 9.284603118896484, 9.508709907531738, 9.644826889038086, 9.656511306762695, 9.79754638671875, 9.784307479858398]",9.79754638671875,8.777843475341797,9.185850143432617,12.915803615814287,40.321363615986854,8.949999809265137,43.90651132984928,timesfm,0.23585033416748047,111.0,25.39400547981262
KGC,32.85441589355469,"[32.85441589355469, 32.94488525390625, 33.14384841918945, 33.15669250488281, 33.50627136230469, 33.60149383544922, 33.8812255859375, 33.92340087890625, 33.93207931518555, 33.87564468383789, 33.88426208496094, 33.837215423583984, 33.90235137939453, 33.74333572387695, 33.758636474609375, 33.731170654296875, 33.8073844909668, 33.764469146728516, 33.72930145263672, 33.62506103515625]",33.93207931518555,32.85441589355469,33.63015727996826,16.842717257682306,10.936528414477069,33.45000076293945,56.38082837660928,timesfm,0.18015651702880575,29.0,5.067802824020306
RR,2.573643684387207,"[2.573643684387207, 2.474271297454834, 2.513859272003174, 2.4721717834472656, 2.4965968132019043, 2.4268853664398193, 2.6163618564605713, 2.6230716705322266, 2.6815237998962402, 2.6261792182922363, 2.7210347652435303, 2.7397994995117188, 2.871385097503662, 2.911480665206909, 2.9822535514831543, 3.044572353363037, 3.07382869720459, 3.1220593452453613, 3.1430859565734863, 3.110994577407837]",3.1430859565734863,2.4268853664398193,2.761252963542938,6.9043874370635905,66.27037468966488,2.609999895095825,29.273507125504835,timesfm,0.15125306844711295,383.0,56.19202745878693
TIGR,7.857475280761719,"[7.857475280761719, 7.821165561676025, 7.859694004058838, 7.803913116455078, 7.8102617263793945, 7.851553440093994, 7.9879350662231445, 8.075950622558594, 8.176490783691406, 8.076053619384766, 8.139410018920898, 8.175914764404297, 8.274946212768555, 8.33410930633545, 8.468438148498535, 8.62601089477539, 8.644256591796875, 8.602201461791992, 8.64527702331543, 8.642738342285156]",8.64527702331543,7.803913116455078,8.193689799308777,0.10712347870900203,3.6055624774385238,8.079999923706055,39.823017625235046,timesfm,0.11368987560272181,123.0,13.564339058160739
VNET,12.230245590209961,"[12.230245590209961, 12.097779273986816, 12.129055976867676, 12.043065071105957, 12.045272827148438, 12.006089210510254, 12.070123672485352, 11.993905067443848, 11.964775085449219, 11.952431678771973, 11.961833000183105, 11.870918273925781, 11.82526969909668, 11.786396026611328, 11.813782691955566, 11.816008567810059, 11.83623218536377, 11.863399505615234, 11.903840065002441, 11.883499145507812]",12.230245590209961,11.786396026611328,11.954696130752563,5.0925870477263295,16.48700631827212,11.850000381469727,59.06593885244418,timesfm,0.1046957492828362,84.0,8.530609651565493
SMMT,15.593378067016602,"[15.593378067016602, 15.649541854858398, 15.758735656738281, 15.86446762084961, 15.906797409057617, 15.95738697052002, 15.971285820007324, 16.000919342041016, 16.061874389648438, 16.07394790649414, 16.143596649169922, 16.151151657104492, 16.175048828125, 16.152658462524414, 16.1607723236084, 16.212779998779297, 16.256620407104492, 16.282608032226562, 16.26290512084961, 16.236658096313477]",16.282608032226562,15.593378067016602,16.043656730651854,76.80567967061306,53.40305610627086,15.9399995803833,64.37008742457662,timesfm,0.10365715026855327,62.0,6.233941017150793
CLOV,2.0142507553100586,"[2.0142507553100586, 2.030993700027466, 2.0713963508605957, 2.058870792388916, 2.060495138168335, 2.0584232807159424, 2.0791573524475098, 2.080890655517578, 2.1056501865386963, 2.105815887451172, 2.123603105545044, 2.117004156112671, 2.126506805419922, 2.122325897216797, 2.1571738719940186, 2.1905760765075684, 2.2170681953430176, 2.2013864517211914, 2.22249174118042, 2.2181901931762695]",2.22249174118042,2.0142507553100586,2.1181135296821596,0.38694659323149094,28.2394697855148,2.0199999809265137,31.666668653487676,timesfm,0.09811354875564593,495.0,47.10922043502339
