date,open,high,low,close,volume,ticker,data_type,forecast_lower,forecast_upper,ma_5,ma_10,ma_20,ma_50,ma_200,rsi,macd,macd_signal,macd_hist,bb_upper,bb_lower,atr,obv,stoch_k,stoch_d,ichimoku_tenkan,ichimoku_kijun,ichimoku_senkou_a,ichimoku_senkou_b,ichimoku_chikou,adx,vwap
2020-11-02,131.3333282470703,135.66000366210938,130.76666259765625,133.50332641601562,87063300.0,TSLA,actual,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,201.4933319091797,,133.50332641601562
2020-11-03,136.57666015625,142.58999633789062,135.56333923339844,141.3000030517578,103055100.0,TSLA,actual,,,,,,,,,0.6219571105435193,0.1243914221087038,0.4975656884348154,,,,103055100.0,,,,,,,209.02333068847656,,137.7295732725223
2020-11-04,143.5399932861328,145.13333129882812,139.03334045410156,140.32666015625,96429300.0,TSLA,actual,,,,,,,,,1.0245120275893385,0.3044155432048308,0.7200964843845077,,,,6625800.0,,,,,,,203.3300018310547,,138.60354737958036
2020-11-05,142.76666259765625,146.6666717529297,141.3333282470703,146.02999877929688,85243500.0,TSLA,actual,,,,,,,,,1.783195889476957,0.6001716124592561,1.1830242770177009,,,,91869300.0,,,,,,,213.27667236328125,,140.30626844961034
2020-11-06,145.36666870117188,145.52333068847656,141.42666625976562,143.31666564941406,65118000.0,TSLA,actual,,,140.89533081054688,,,,,,2.1408367750167656,0.908304644970758,1.2325321300460077,,,,26751300.0,,,,,,,211.0833282470703,,140.75494530250523
2020-11-09,146.5,150.8333282470703,140.3333282470703,140.4199981689453,104499000.0,TSLA,actual,,,142.2786651611328,,,,,,2.165569558407782,1.159757627658163,1.005811930749619,,,,-77747700.0,,,,,,,207.58999633789065,,140.69029604061765
2020-11-10,140.02999877929688,140.02999877929688,132.00999450683594,136.7866668701172,90852600.0,TSLA,actual,,,141.3759979248047,,,,,,1.87042984567762,1.3018920712620543,0.5685377744155655,,,,-168600300.0,,,,,,,218.63333129882812,,140.12936476103206
2020-11-11,138.81666564941406,139.56666564941406,136.86000061035156,139.0433349609375,52073100.0,TSLA,actual,,,141.11933288574218,,,,,,1.7978986951347906,1.401093396036602,0.3968052990981887,,,,-116527200.0,,,,,,,231.6666717529297,,140.04672536762587
2020-11-12,138.35000610351562,141.0,136.5066680908203,137.25332641601562,59565300.0,TSLA,actual,,,139.36399841308594,,,,,,1.5777907166799992,1.4364328601652814,0.1413578565147177,,,,-176092500.0,,,140.79999542236328,,,,216.6199951171875,,139.82305306555543
2020-11-13,136.9499969482422,137.50999450683594,133.8866729736328,136.1666717529297,59313300.0,TSLA,actual,,,137.93399963378906,139.41466522216797,,,,,1.3006762223546673,1.4092815326031587,-0.1086053102484914,,,,-235405800.0,,,141.42166137695312,,,,213.44667053222656,,139.55304725549874
